公司,1988-01,1988-02,1988-03,1988-04,1988-05,1988-06,1988-07,1988-08,1988-09,1988-10,1988-11,1988-12,1989-01,1989-02,1989-03,1989-04,1989-05,1989-06,1989-07,1989-08,1989-09,1989-10,1989-11,1989-12,1990-01,1990-02,1990-03,1990-04,1990-05,1990-06,1990-07,1990-08,1990-09,1990-10,1990-11,1990-12,1991-01,1991-02,1991-03,1991-04,1991-05,1991-06,1991-07,1991-08,1991-09,1991-10,1991-11,1991-12,1992-01,1992-02,1992-03,1992-04,1992-05,1992-06,1992-07,1992-08,1992-09,1992-10,1992-11,1992-12,1993-01,1993-02,1993-03,1993-04,1993-05,1993-06,1993-07,1993-08,1993-09,1993-10,1993-11,1993-12,1994-01,1994-02,1994-03,1994-04,1994-05,1994-06,1994-07,1994-08,1994-09,1994-10,1994-11,1994-12,1995-01,1995-02,1995-03,1995-04,1995-05,1995-06,1995-07,1995-08,1995-09,1995-10,1995-11,1995-12,1996-01,1996-02,1996-03,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12
1101 台泥,1023366.0,776330.0,949653.0,934508.0,956722.0,962288.0,965689.0,906975.0,867808.0,962648.0,1022117.0,1185362.0,1179437.0,733171.0,1085265.0,1140243.0,1143706.0,1166397.0,1075585.0,1097922.0,993404.0,1271871.0,1228622.0,1258546.0,1094286.0,951526.0,1200529.0,1021139.0,1226316.0,1110464.0,1280385.0,1172812.0,1142403.0,1332041.0,1344318.0,1406099.0,1283709.0,932311.0,1293703.0,1291960.0,1351237.0,1116555.0,1285830.0,1310958.0,1232236.0,1371143.0,1384735.0,1429327.0,1555167.0,731396.0,1284497.0,1298719.0,1450920.0,1447343.0,1689141.0,1457737.0,1405787.0,1710672.0,1673807.0,1781523.0,1372919.0,1515515.0,1740917.0,1698636.0,1751846.0,1654351.0,1814036.0,1803272.0,1684907.0,1693002.0,1611072.0,1840148.0,1831654.0,1012401.0,1589765.0,1660132.0,1590860.0,1481200.0,1413856.0,1362563.0,1500297.0,1582600.0,1564909.0,1594186.0,1626941.0,934641.0,1588504.0,1430000.0,1559874.0,1380545.0,1391835.0,1407287.0,1297741.0,1512732.0,1524842.0,1532735.0,1560700.0,1099927.0,1298016.0,1297276.0,1311739.0,1381932.0,1318492.0,1280747.0,1247441.0,1398655.0,1333115.0,1535193.0,1477050.0,898846.0,1456699.0,1343707.0,1374130.0,1082392.0,1296814.0,1062439.0,1285592.0,1406776.0,1420862.0,1603579.0,1354881.0,982606.0,1492414.0,1484233.0,1521148.0,1354789.0,1611200.0,1511153.0,1410449.0,1308104.0,1520866.0,1575556.0,1507888.0,1036427.0,1434249.0,1555846.0,1591727.0,1493080.0,1500336.0,1470780.0,1285142.0,1387740.0,1413911.0,1522154.0,1583274.0,923956.0,1592460.0,1390470.0,1706067.0,1446317.0,1507425.0,1380307.0,1550204.0,1607414.0,1515923.0,1668459.0,1512859.0,1399462.0,1718546.0,1670590.0,1769742.0,1690526.0,1602536.0,1730720.0,1306517.0,1805507.0,1901803.0,2135927.0,2200067.0,1404336.0,2028782.0,2023463.0,2115061.0,2049410.0,1992095.0,1925579.0,1947665.0,2264807.0,2296719.0,2347737.0,2273373.0,1495074.0,2237033.0,1918060.0,2196315.0,1851396.0,2063093.0,1996007.0,1961152.0,1962259.0,2047381.0,2419177.0,2024938.0,2090056.0,2478114.0,2416439.0,2413058.0,2414966.0,2272709.0,2187287.0,2170483.0,2301959.0,2542746.0,2603471.0,2746766.0,1566092.0,2504657.0,2418388.0,2394229.0,2276706.0,2302439.0,2241354.0,2379415.0,2452266.0,2543583.0,2771490.0,2366663.0,1797171.0,2199454.0,2118570.0,2080079.0,1982878.0,2148963.0,2483455.0,2371005.0,2273115.0,2134599.0,2111576.0,2802882.0,2089465.0,2637937.0,2625209.0,2709296.0,2220850.0,2666944.0,2258796.0,2416254.0,2737778.0,2979205.0,3192933.0,2987809.0,1828706.0,2900008.0,2961455.0,3070466.0,2875885.0,3036252.0,3239951.0,3151934.0,3365903.0,3214376.0,3403374.0,2391827.0,2648782.0,3721283.0,3249837.0,3351926.0,3312260.0,3471425.0,3306675.0,3522000.0,3743000.0,3415000.0,3999000.0,4122779.0,2554814.0,3790745.0,3979460.0,4603956.0,1695373.0,4563000.0,1861703.0,1804805.0,1703128.0,1878685.0,2171125.0,9507809.0,5902682.0,9939807.0,10497091.0,10270708.0,11075619.0,9874176.0,10651730.0,10102957.0,10433363.0,10017952.0,10191578.0,7501872.0,8324627.0,10684009.0,10328624.0,10509239.0,9917605.0,10327880.0,10263123.0,10016687.0,10693799.0,10131663.0,10225206.0,9134465.0,5540346.0,9457971.0,9919269.0,9543782.0,9517630.0,9875888.0,9835143.0,10060975.0,10654077.0,11201088.0,11416657.0,9801691.0,6087866.0,10834889.0,11561838.0,10625467.0,9677933.0,10327799.0,9951133.0,9816025.0,10429319.0,9298656.0,9913147.0,8921719.0,4823318.0,7695107.0,8468346.0,7989971.0,8545853.0,8250361.0,7397417.0,7026214.0,8081068.0,8003992.0,8543685.0,6575590.0,3632053.0,7523593.0,7255945.0,7866517.0,7813036.0,7816038.0,7454905.0,7087046.0,8261376.0,8866988.0,9418581.0,6131670.0,5964991.0,9083111.0,8370478.0,8485032.0,7858569.0,8034396.0,6952639.0,8071192.0,8387381.0,9985897.0,10988149.0,9617393.0,4811678.0,9750141.0,11023422.0,11539982.0,10757628.0,11013654.0,10707234.0,10436223.0,11753303.0,11784150.0,11404254.0,9394240.0,5085162.0,10876929.0,10596314.0,10903967.0,9866871.0,10489337.0,10228796.0,10120251.0,11211942.0,11678701.0,12349908.0,7502141.0,5000692.0,9473250.0,10216799.0,10285516.0,9961312.0,10178622.0,9885013.0,9745147.0,10293900.0,10889658.0,10933035.0,8596261.0,4536849.0,9779716.0,9672128.0,9832764.0,8480821.0,8319971.0,8964476.0,9597804.0,9565047.0,9752687.0,10821264.0,7517896.0,5456068.0,9971650.0,8319342.0,7733787.0,9145989.0,10102468.0,10689860.0,10404901,11368096,9674576,12584154
1102 亞泥,669609.0,469482.0,623179.0,670191.0,769070.0,668979.0,677471.0,658859.0,625047.0,602687.0,699929.0,794423.0,848993.0,525947.0,819975.0,726621.0,823757.0,788037.0,735831.0,770594.0,680405.0,857621.0,873721.0,909338.0,647066.0,591664.0,801448.0,699981.0,979228.0,696999.0,789658.0,846734.0,845003.0,969095.0,1003924.0,1080480.0,1018470.0,639316.0,995925.0,969370.0,981623.0,873741.0,958209.0,956353.0,814625.0,979357.0,1034047.0,1089948.0,1126775.0,483155.0,978587.0,1037060.0,1088719.0,987619.0,1190945.0,1059427.0,1037934.0,1335626.0,1349808.0,1457653.0,1063806.0,1192491.0,1320757.0,1266884.0,1377330.0,1175792.0,1386959.0,1375994.0,1349571.0,1417465.0,1335139.0,1440434.0,1406840.0,737552.0,1389458.0,1399451.0,1376756.0,1281382.0,1204094.0,1196938.0,1263432.0,1378747.0,1385345.0,1309926.0,1379649.0,722180.0,1224803.0,1149912.0,1257875.0,1222279.0,1227922.0,1195892.0,1177925.0,1318169.0,1352651.0,1501620.0,1541303.0,983078.0,1328234.0,1290885.0,1286520.0,1383600.0,1297169.0,1290815.0,1143002.0,1313586.0,1365372.0,1473829.0,1603168.0,853625.0,1337362.0,1252867.0,1254633.0,1093531.0,1196902.0,1140681.0,1341155.0,1429792.0,1387626.0,1347853.0,1170373.0,952599.0,1388926.0,1270843.0,1185207.0,1068950.0,1314909.0,1219954.0,1177944.0,1062783.0,1177257.0,1257065.0,1391200.0,855262.0,1174508.0,1240877.0,1126050.0,1017010.0,970301.0,923089.0,792143.0,923130.0,1006633.0,1014847.0,1107194.0,566331.0,1010866.0,998227.0,1077815.0,905595.0,954849.0,809602.0,852913.0,919283.0,831444.0,870986.0,704248.0,780306.0,902791.0,788472.0,874662.0,771532.0,821958.0,883018.0,640155.0,892584.0,947191.0,951422.0,955532.0,740852.0,1027790.0,969216.0,927622.0,924909.0,847464.0,910243.0,889516.0,1037049.0,993883.0,901801.0,951015.0,573480.0,820460.0,782012.0,811304.0,748937.0,847856.0,767302.0,752925.0,826644.0,797558.0,889454.0,762904.0,737406.0,904570.0,858402.0,917083.0,893446.0,864233.0,799251.0,891412.0,856144.0,922429.0,997600.0,1094966.0,663833.0,968271.0,876647.0,934672.0,838304.0,825931.0,854126.0,858750.0,860822.0,948335.0,1022776.0,950526.0,774708.0,966229.0,847359.0,942545.0,858132.0,879866.0,904423.0,905517.0,998229.0,912312.0,871516.0,1097844.0,732411.0,937226.0,916110.0,907144.0,888340.0,971309.0,722014.0,849795.0,947537.0,854647.0,921132.0,976642.0,735887.0,926033.0,878784.0,899266.0,789429.0,753843.0,915691.0,737275.0,1000613.0,871406.0,1030603.0,896089.0,782106.0,864358.0,842532.0,958670.0,893379.0,876384.0,818279.0,740023.0,718057.0,738877.0,833396.0,833884.0,663196.0,842170.0,781108.0,798378.0,654336.0,785932.0,625133.0,742167.0,769693.0,1210075.0,1051182.0,870505.0,657640.0,903106.0,926706.0,853139.0,867762.0,1000629.0,871181.0,1027035.0,932265.0,952056.0,1006050.0,849543.0,784369.0,1138840.0,1057323.0,869195.0,874779.0,1052648.0,1044625.0,973151.0,931115.0,1116753.0,1066478.0,6018213.0,2552357.0,5428755.0,5930748.0,6239676.0,5952754.0,5942364.0,5786107.0,5879394.0,6478670.0,6884975.0,7124072.0,6016442.0,3173166.0,7078477.0,6735805.0,7588325.0,6899620.0,6647943.0,6631880.0,6506670.0,6766999.0,6499550.0,7217554.0,6851825.0,3279346.0,5274419.0,5767824.0,5623713.0,5516532.0,5746639.0,5512417.0,5546527.0,5901983.0,5547070.0,5867232.0,5066062.0,2595177.0,5338549.0,5557712.0,5339750.0,5232410.0,4788866.0,5106282.0,5078411.0,5513659.0,5331778.0,6023954.0,4162130.0,3049461.0,5308954.0,5218646.0,5741517.0,5331442.0,5252149.0,5478165.0,5806573.0,5840273.0,6639248.0,7070625.0,6769986.0,3408539.0,6395353.0,7188266.0,7698165.0,7549925.0,7021279.0,7180291.0,7703807.0,7657714.0,7626297.0,6548928.0,7905737.0,3165899.0,8318969.0,8434811.0,8435765.0,7536507.0,7813300.0,7203378.0,7394901.0,7016219.0,8000839.0,8115203.0,5210319.0,2851105.0,5077457.0,6751585.0,7182969.0,6752208.0,6798878.0,6683133.0,7256519.0,7433331.0,7923604.0,8320877.0,7436331.0,3450204.0,7006606.0,7830830.0,7688883.0,6895504.0,6477630.0,7193266.0,7831470.0,9454594.0,8985672.0,9403723.0,7420726.0,4100676.0,8160414.0,8710220.0,8000427.0,7776413.0,7864622.0,7069221.0,6994078,7601097,8306062,8340507
1103 嘉泥,274577.0,193507.0,248228.0,237091.0,258996.0,231139.0,234409.0,229682.0,208783.0,294174.0,275204.0,318585.0,319441.0,222137.0,310943.0,305197.0,290117.0,279821.0,268804.0,248986.0,217171.0,312722.0,313935.0,311527.0,260632.0,251631.0,289938.0,235661.0,315530.0,247624.0,270790.0,183168.0,273703.0,364639.0,363582.0,367464.0,354153.0,227012.0,339305.0,320747.0,321233.0,256908.0,303044.0,294906.0,310426.0,374828.0,359436.0,370559.0,374457.0,210246.0,372473.0,338013.0,409353.0,342311.0,328779.0,308675.0,240864.0,355613.0,414848.0,397891.0,308292.0,361654.0,401192.0,414128.0,354407.0,300793.0,354813.0,333900.0,342272.0,360368.0,327272.0,408670.0,387154.0,236295.0,379398.0,345694.0,322190.0,276575.0,271192.0,211407.0,273681.0,301099.0,300678.0,326363.0,313301.0,227347.0,376388.0,320453.0,339553.0,287199.0,278971.0,300516.0,267354.0,346205.0,333681.0,399456.0,367892.0,252276.0,358334.0,319602.0,271042.0,258041.0,277424.0,280419.0,289220.0,300621.0,346613.0,317150.0,356076.0,206552.0,279835.0,316747.0,268683.0,216561.0,255033.0,208145.0,274353.0,283397.0,257730.0,310264.0,278053.0,209095.0,285296.0,269429.0,266561.0,455648.0,295961.0,271554.0,258902.0,224840.0,292625.0,343303.0,302428.0,198829.0,245668.0,212197.0,182243.0,199136.0,184740.0,207104.0,261773.0,243224.0,261995.0,246609.0,277125.0,159670.0,262643.0,219052.0,246715.0,223456.0,247131.0,208862.0,246097.0,262724.0,239383.0,257407.0,213241.0,196370.0,198937.0,321720.0,167580.0,179578.0,163315.0,193969.0,153257.0,197254.0,212559.0,229825.0,262036.0,145620.0,256352.0,523453.0,225288.0,217028.0,199374.0,234980.0,211326.0,230720.0,213542.0,218606.0,214454.0,120471.0,188542.0,166471.0,205004.0,200647.0,196196.0,172752.0,179809.0,232132.0,222194.0,241164.0,173440.0,195479.0,232476.0,231416.0,232189.0,248402.0,215489.0,199755.0,238792.0,245729.0,283443.0,258592.0,271258.0,156962.0,234870.0,234952.0,221134.0,242022.0,211776.0,220881.0,224785.0,847517.0,897630.0,994745.0,730094.0,629750.0,832381.0,817314.0,878810.0,801379.0,789388.0,739555.0,741296.0,798282.0,855133.0,801504.0,874112.0,583468.0,786009.0,829654.0,814895.0,808217.0,714311.0,779419.0,732937.0,877943.0,276048.0,256079.0,244025.0,155128.0,235928.0,191085.0,201396.0,188039.0,184950.0,214696.0,205818.0,271058.0,216069.0,282014.0,207491.0,165386.0,236582.0,186135.0,202270.0,178867.0,206840.0,158986.0,221147.0,164527.0,156693.0,188194.0,179828.0,117208.0,169191.0,159299.0,166298.0,153261.0,186045.0,197136.0,131120.0,164160.0,176504.0,203489.0,186073.0,93848.0,150432.0,89735.0,53645.0,26530.0,21754.0,21831.0,23969.0,51646.0,73876.0,84001.0,71381.0,90503.0,111881.0,128163.0,111138.0,107080.0,111834.0,108350.0,115325.0,121344.0,94668.0,112508.0,288455.0,166638.0,286007.0,365292.0,382601.0,302995.0,294781.0,336088.0,314563.0,429783.0,509527.0,591641.0,446206.0,168548.0,404642.0,385738.0,281325.0,222444.0,246735.0,325227.0,337047.0,380730.0,389030.0,350583.0,310280.0,160324.0,200719.0,273126.0,320563.0,143719.0,175596.0,184087.0,189109.0,321446.0,297423.0,250322.0,197328.0,143549.0,200449.0,200905.0,342029.0,277433.0,268801.0,196746.0,277340.0,299070.0,353438.0,382981.0,232657.0,171513.0,194614.0,132940.0,183810.0,143629.0,153905.0,174704.0,177734.0,167398.0,181868.0,181112.0,172094.0,125590.0,173573.0,170887.0,185856.0,172927.0,154429.0,173642.0,166209.0,178401.0,183786.0,234983.0,177060.0,108448.0,166883.0,160751.0,146479.0,130823.0,159044.0,162363.0,151142.0,176879.0,186042.0,157879.0,165029.0,150813.0,179493.0,158812.0,171405.0,166768.0,173129.0,152585.0,163492.0,165638.0,208929.0,200989.0,195482.0,145091.0,203954.0,185227.0,196403.0,168756.0,192983.0,166022.0,201306.0,193141.0,197773.0,171518.0,158052.0,134062.0,220463.0,168089.0,163521.0,183177.0,178825.0,182371.0,205264,209429,221763,228644
1104 環泥,218501.0,142580.0,186419.0,185271.0,200967.0,207478.0,179686.0,156646.0,155726.0,228700.0,228658.0,235149.0,241433.0,158783.0,228550.0,231509.0,244854.0,220028.0,217063.0,217504.0,196602.0,226740.0,254302.0,272811.0,208584.0,224039.0,243013.0,234072.0,259266.0,241470.0,279549.0,233173.0,211743.0,221909.0,245514.0,255267.0,285141.0,182638.0,266425.0,273391.0,277575.0,218040.0,249627.0,245603.0,237041.0,269608.0,271216.0,302598.0,318277.0,183793.0,284793.0,290023.0,313432.0,281137.0,287351.0,299517.0,270634.0,349440.0,334689.0,365498.0,274902.0,303832.0,354570.0,355832.0,324050.0,268613.0,285298.0,269828.0,263152.0,290985.0,303834.0,363806.0,339902.0,208769.0,354667.0,324899.0,302727.0,262048.0,260386.0,218149.0,267254.0,293790.0,321993.0,346709.0,321224.0,221880.0,304741.0,286569.0,290383.0,238801.0,278663.0,307783.0,325447.0,319880.0,322173.0,338004.0,346515.0,236068.0,307449.0,303133.0,281160.0,273827.0,287487.0,250799.0,252762.0,264701.0,278669.0,279351.0,261571.0,171056.0,311028.0,290269.0,279979.0,241122.0,280484.0,241910.0,248427.0,267316.0,287154.0,305861.0,261293.0,222137.0,286288.0,275302.0,285592.0,231722.0,338397.0,298564.0,266434.0,251798.0,298680.0,275999.0,306237.0,190366.0,286969.0,256401.0,240796.0,225593.0,191426.0,214295.0,224910.0,244545.0,280165.0,257450.0,319820.0,189974.0,268935.0,230498.0,284640.0,232752.0,222371.0,198222.0,246509.0,275494.0,258390.0,266920.0,219341.0,200545.0,219688.0,217674.0,181099.0,183433.0,177499.0,210964.0,139502.0,211408.0,251652.0,247566.0,238605.0,150036.0,220349.0,234152.0,229500.0,217035.0,209398.0,208512.0,265673.0,287661.0,277923.0,244314.0,248370.0,161168.0,244728.0,230215.0,219535.0,196507.0,279239.0,259552.0,285604.0,291154.0,319253.0,331011.0,232112.0,280504.0,309798.0,316094.0,302648.0,319766.0,293643.0,297572.0,280926.0,325582.0,348363.0,356695.0,346111.0,203172.0,295127.0,301353.0,309846.0,218786.0,288601.0,259319.0,276050.0,297787.0,338470.0,345562.0,298757.0,233775.0,305273.0,266557.0,251340.0,221899.0,211085.0,264277.0,285428.0,298610.0,271391.0,307933.0,282611.0,198905.0,269827.0,239486.0,233648.0,204420.0,227701.0,181526.0,201999.0,242976.0,254404.0,264305.0,258296.0,173086.0,271632.0,261960.0,273540.0,219035.0,213342.0,225335.0,228975.0,219135.0,212601.0,247993.0,169126.0,185982.0,241064.0,221689.0,238353.0,204849.0,229278.0,192880.0,276004.0,261495.0,288365.0,296829.0,283637.0,161276.0,284688.0,284660.0,272962.0,248162.0,260629.0,253093.0,227725.0,271021.0,274073.0,321858.0,326488.0,194335.0,318716.0,286879.0,260462.0,272765.0,259270.0,270906.0,284425.0,284510.0,260888.0,305778.0,227507.0,273966.0,342114.0,296213.0,286857.0,223963.0,284074.0,236831.0,313994.0,339838.0,318461.0,307905.0,486481.0,299860.0,461732.0,394631.0,406677.0,415968.0,453397.0,393203.0,448691.0,521445.0,477826.0,516301.0,512332.0,334711.0,532118.0,499672.0,477012.0,479702.0,491532.0,452066.0,463181.0,540324.0,484997.0,552257.0,520536.0,335531.0,471332.0,447811.0,371720.0,411286.0,412816.0,376087.0,423675.0,461991.0,453342.0,477626.0,373311.0,298112.0,434381.0,427717.0,421157.0,370788.0,354764.0,388895.0,293590.0,385127.0,410515.0,463842.0,363865.0,308357.0,428434.0,358213.0,381948.0,318948.0,357742.0,367333.0,403016.0,336159.0,381565.0,399796.0,460482.0,268120.0,437497.0,385013.0,426170.0,337575.0,350896.0,354949.0,415742.0,457241.0,421815.0,465496.0,479518.0,270638.0,437140.0,418992.0,421251.0,353927.0,398238.0,380445.0,391206.0,503315.0,493403.0,457657.0,359966.0,414075.0,479717.0,481205.0,403105.0,453562.0,477040.0,366990.0,450890.0,495885.0,488513.0,555150.0,511466.0,354013.0,575019.0,523569.0,533814.0,407130.0,493738.0,431224.0,528251.0,558944.0,592281.0,569625.0,592322.0,348338.0,591593.0,638493.0,537082.0,573028.0,580420.0,605512.0,597159,634981,631827,725055
1108 幸福,,,,,,,,,,,,,,,,,,207628.0,240884.0,223678.0,188684.0,235904.0,201140.0,233001.0,195658.0,211700.0,259212.0,235740.0,265237.0,291792.0,320593.0,244341.0,180347.0,280484.0,297995.0,317130.0,316511.0,209711.0,313798.0,299041.0,317997.0,294739.0,331146.0,304658.0,266404.0,310945.0,345339.0,373025.0,394205.0,159306.0,324962.0,354930.0,392324.0,379247.0,349901.0,294964.0,273355.0,366095.0,350428.0,390139.0,298351.0,318585.0,365563.0,355161.0,415262.0,346949.0,435274.0,423186.0,408438.0,404993.0,356417.0,422094.0,420413.0,209374.0,369401.0,372721.0,372891.0,323570.0,341125.0,295278.0,287012.0,326793.0,335257.0,363321.0,373283.0,187564.0,370516.0,345686.0,405875.0,416223.0,401893.0,408780.0,314083.0,355003.0,388426.0,413579.0,455339.0,293163.0,347197.0,339426.0,364513.0,409822.0,408710.0,367943.0,380163.0,379918.0,393816.0,422585.0,419322.0,227547.0,364705.0,389891.0,407362.0,333476.0,366400.0,319456.0,290438.0,373674.0,362589.0,414395.0,365596.0,220319.0,386667.0,381448.0,374071.0,368953.0,432832.0,397053.0,318417.0,297983.0,319188.0,314972.0,322991.0,202317.0,276893.0,284229.0,288846.0,288196.0,307725.0,285814.0,251287.0,268428.0,297423.0,286856.0,319319.0,134866.0,260351.0,230228.0,280659.0,221335.0,253487.0,204300.0,213640.0,208303.0,204708.0,228834.0,184163.0,154027.0,195712.0,174576.0,195198.0,168573.0,163315.0,216626.0,150181.0,245076.0,261390.0,245929.0,256163.0,146358.0,250950.0,260185.0,311918.0,256367.0,279987.0,291686.0,241157.0,297328.0,279891.0,261445.0,271151.0,164427.0,263504.0,246024.0,301082.0,253672.0,320221.0,288678.0,269409.0,327981.0,292394.0,357908.0,270610.0,280489.0,365804.0,338869.0,329588.0,331367.0,303826.0,267883.0,260635.0,320574.0,364862.0,355816.0,386000.0,185213.0,371569.0,372656.0,341375.0,339798.0,350093.0,360394.0,339455.0,375252.0,402169.0,427562.0,365752.0,264671.0,369356.0,322505.0,336477.0,309031.0,340955.0,368655.0,347041.0,318432.0,265030.0,282755.0,301013.0,221534.0,280010.0,285557.0,301060.0,251645.0,282570.0,262394.0,243701.0,273402.0,268997.0,302632.0,319219.0,192885.0,295005.0,264502.0,310160.0,285763.0,285615.0,267672.0,239811.0,292033.0,272773.0,278903.0,187366.0,194095.0,218158.0,231165.0,262742.0,256377.0,277553.0,228360.0,246698.0,228143.0,231253.0,262175.0,256813.0,159414.0,247121.0,217244.0,228733.0,210761.0,222334.0,244985.0,244932.0,226055.0,246254.0,255518.0,290613.0,164703.0,282921.0,316469.0,256817.0,241100.0,276115.0,285623.0,288899.0,271197.0,247552.0,273250.0,226636.0,238923.0,302759.0,263270.0,300290.0,261528.0,294520.0,227546.0,288812.0,353060.0,309670.0,328224.0,481802.0,276936.0,444917.0,362054.0,381384.0,368109.0,439572.0,379115.0,387362.0,450770.0,456920.0,440515.0,506782.0,243173.0,466684.0,457432.0,408903.0,412580.0,413460.0,415985.0,407238.0,484448.0,431778.0,450738.0,518826.0,341533.0,431529.0,432670.0,471084.0,441613.0,463001.0,329405.0,340734.0,396102.0,426840.0,428034.0,348266.0,249352.0,392746.0,383656.0,391241.0,337842.0,336726.0,388420.0,335445.0,393978.0,339521.0,345573.0,316773.0,232100.0,343552.0,292915.0,332953.0,243699.0,270234.0,293423.0,267312.0,259826.0,258913.0,291571.0,320340.0,197481.0,314840.0,280705.0,294581.0,276298.0,264328.0,255469.0,256381.0,300242.0,269955.0,300034.0,353189.0,168065.0,313093.0,323834.0,305274.0,271998.0,313198.0,298541.0,312444.0,348338.0,345873.0,377849.0,296395.0,390288.0,418037.0,404198.0,357162.0,360616.0,384035.0,366847.0,380768.0,381651.0,402129.0,388124.0,417355.0,279071.0,349527.0,345563.0,357039.0,325660.0,310860.0,249977.0,269964.0,276724.0,268037.0,319368.0,324664.0,210635.0,345612.0,335518.0,332258.0,334113.0,326691.0,390053.0,346635,401202,383773,418326
